"No.","Time","Source","Destination","Length","Signal strength (dBm)","Frame Number","Frequency","Sequence number","SSID","Supported Rates","Extended Supported Rates","HT Capabilities Info","A-MPDU Parameters","HT Extended Capabilities","Tag Number","Rx Modulation and Coding Scheme (One bit per modulation)","Antenna Selection (ASEL) Capabilities (VS)","Transmit Beam Forming (TxBF) Capabilities (VS)"
"2555","2017-07-02 16:25:37.324457731","BskybLtd_69:2b:aa","Broadcast","110","-92","2555","2422","2742","","1(B),2(B),5.5(B),11(B),9,18,36,54","6,12,24,48","0x11ee","0x13","0x0c00","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10)","","",""
"2563","2017-07-02 16:25:39.029691062","HuaweiTe_fd:87:ce","Broadcast","295","-84","2563","2467","155","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2625","2017-07-02 16:25:44.622479721","LgElectr_0d:f5:8b","Broadcast","166","-55","2625","2422","3676","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2626","2017-07-02 16:25:44.637906118","LgElectr_0d:f5:8b","Broadcast","166","-55","2626","2422","3677","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2627","2017-07-02 16:25:44.654403734","LgElectr_0d:f5:8b","Broadcast","166","-42","2627","2422","3678","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2628","2017-07-02 16:25:44.669798317","LgElectr_0d:f5:8b","Broadcast","166","-43","2628","2422","3679","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2630","2017-07-02 16:25:44.750229820","LgElectr_0d:f5:8b","Broadcast","166","-71","2630","2452","3684","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2631","2017-07-02 16:25:44.782117581","LgElectr_0d:f5:8b","Broadcast","166","-55","2631","2452","3686","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2633","2017-07-02 16:25:44.814024217","LgElectr_0d:f5:8b","Broadcast","166","-45","2633","2452","3688","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2637","2017-07-02 16:25:44.845863738","LgElectr_0d:f5:8b","Broadcast","166","-30","2637","2452","3690","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2640","2017-07-02 16:25:44.862959288","LgElectr_0d:f5:8b","Broadcast","166","-32","2640","2452","3691","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2643","2017-07-02 16:25:44.879748297","LgElectr_0d:f5:8b","Broadcast","166","-34","2643","2452","3692","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2644","2017-07-02 16:25:44.895087977","LgElectr_0d:f5:8b","Broadcast","166","-34","2644","2452","3693","","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2668","2017-07-02 16:25:47.283428499","LgElectr_0d:f5:8b","Broadcast","172","-58","2668","2417","3708","Attila","1,2,5.5,11","6,9,12,18,24,36,48,54","0x112d","0x17","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,DS Parameter set,HT Capabilities (802.11n D1.10),Extended Capabilities,Vendor Specific,Vendor Specific","","0x00","0x00000000"
"2713","2017-07-02 16:25:49.885604521","HuaweiTe_fd:87:ce","Broadcast","295","-84","2713","2467","182","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2714","2017-07-02 16:25:49.887859125","HuaweiTe_fd:87:ce","Broadcast","279","-84","2714","2467","183","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2715","2017-07-02 16:25:49.947087969","HuaweiTe_fd:87:ce","Broadcast","295","-85","2715","2467","184","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2717","2017-07-02 16:25:50.009613675","HuaweiTe_fd:87:ce","AdbBroad_94:c2:53","295","-85","2717","2467","186","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2749","2017-07-02 16:25:51.715783820","HuaweiTe_fd:87:ce","Broadcast","295","-84","2749","2422","189","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2750","2017-07-02 16:25:51.718015622","HuaweiTe_fd:87:ce","Broadcast","279","-84","2750","2422","190","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2753","2017-07-02 16:25:51.777775149","HuaweiTe_fd:87:ce","Broadcast","295","-81","2753","2422","191","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2754","2017-07-02 16:25:51.780074611","HuaweiTe_fd:87:ce","Broadcast","279","-82","2754","2422","192","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2755","2017-07-02 16:25:51.839575267","HuaweiTe_fd:87:ce","Broadcast","295","-83","2755","2422","193","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2760","2017-07-02 16:25:52.086841983","HuaweiTe_fd:87:ce","Broadcast","295","-87","2760","2452","201","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2761","2017-07-02 16:25:52.089068229","HuaweiTe_fd:87:ce","Broadcast","279","-89","2761","2452","202","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2762","2017-07-02 16:25:52.148550112","HuaweiTe_fd:87:ce","Broadcast","295","-92","2762","2452","203","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2763","2017-07-02 16:25:52.150798826","HuaweiTe_fd:87:ce","Broadcast","279","-90","2763","2452","204","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2921","2017-07-02 16:26:02.576741650","HuaweiTe_fd:87:ce","Broadcast","295","-81","2921","2422","219","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2922","2017-07-02 16:26:02.578926873","HuaweiTe_fd:87:ce","Broadcast","279","-82","2922","2422","220","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2923","2017-07-02 16:26:02.638518721","HuaweiTe_fd:87:ce","Broadcast","295","-81","2923","2422","221","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2924","2017-07-02 16:26:02.640696449","HuaweiTe_fd:87:ce","Broadcast","279","-81","2924","2422","222","","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
"2925","2017-07-02 16:26:02.700261934","HuaweiTe_fd:87:ce","Broadcast","295","-83","2925","2422","223","Telecom-43303501","1(B),2(B),5.5(B),6,9,11(B),12,18","24,36,48,54","0x002c","0x01","0x0000","SSID parameter set,Supported Rates,Extended Supported Rates,HT Capabilities (802.11n D1.10),Vendor Specific,Vendor Specific","","",""
